year|sex|name|n|prop
1880|F|Katharine|76|7.786566124339166e-4
1880|F|Lora|74|7.581656489488136e-4
1880|F|Rena|74|7.581656489488136e-4
1880|F|Mina|73|7.479201672062621e-4
1880|F|Rhoda|73|7.479201672062621e-4
1880|F|Mathilda|72|7.376746854637105e-4
1880|F|Abbie|71|7.27429203721159e-4
1880|F|Eula|70|7.171837219786075e-4
1880|F|Dollie|69|7.069382402360559e-4
1880|F|Hettie|69|7.069382402360559e-4
1880|F|Eunice|67|6.864472767509529e-4
1880|F|Fanny|67|6.864472767509529e-4
1880|F|Ola|67|6.864472767509529e-4
1880|F|Lenora|66|6.762017950084013e-4
1880|F|Adelaide|65|6.659563132658498e-4
1880|F|Christina|65|6.659563132658498e-4
1880|F|Lelia|65|6.659563132658498e-4
1880|F|Nelle|65|6.659563132658498e-4
1880|F|Sue|65|6.659563132658498e-4
1880|F|Johanna|64|6.557108315232982e-4
1880|F|Lilly|64|6.557108315232982e-4
1880|F|Lucinda|63|6.454653497807467e-4
1880|F|Minerva|63|6.454653497807467e-4
1880|F|Lettie|62|6.352198680381952e-4
1880|F|Roxie|62|6.352198680381952e-4
1880|F|Cynthia|61|6.249743862956436e-4
1880|F|Helena|60|6.147289045530921e-4
1880|F|Hilda|60|6.147289045530921e-4
1880|F|Hulda|60|6.147289045530921e-4
1880|F|Bernice|59|6.044834228105405e-4
1880|F|Genevieve|59|6.044834228105405e-4
1880|F|Jean|59|6.044834228105405e-4
1880|F|Cordelia|58|5.94237941067989e-4
1880|F|Marian|56|5.737469775828859e-4
1880|F|Francis|55|5.635014958403344e-4
1880|F|Jeanette|55|5.635014958403344e-4
1880|F|Adeline|54|5.532560140977829e-4
1880|F|Gussie|54|5.532560140977829e-4
1880|F|Leah|54|5.532560140977829e-4
1880|F|Lois|53|5.430105323552313e-4
1880|F|Lura|53|5.430105323552313e-4
1880|F|Mittie|53|5.430105323552313e-4
1880|F|Hallie|51|5.225195688701282e-4
1880|F|Isabella|50|5.122740871275767e-4
1880|F|Olga|50|5.122740871275767e-4
1880|F|Phoebe|50|5.122740871275767e-4
1880|F|Teresa|50|5.122740871275767e-4
1880|F|Hester|49|5.020286053850252e-4
1880|F|Lida|49|5.020286053850252e-4
1880|F|Lina|49|5.020286053850252e-4
1880|F|Winnie|49|5.020286053850252e-4
1880|F|Claudia|48|4.917831236424736e-4
1880|F|Marguerite|48|4.917831236424736e-4
1880|F|Vera|48|4.917831236424736e-4
1880|F|Cecelia|47|4.8153764189992214e-4
1880|F|Bess|46|4.712921601573706e-4
1880|F|Emilie|46|4.712921601573706e-4
1880|F|John|46|4.712921601573706e-4
1880|F|Rosetta|46|4.712921601573706e-4
1880|F|Verna|46|4.712921601573706e-4
1880|F|Myrtie|45|4.6104667841481906e-4
1880|F|Cecilia|44|4.508011966722675e-4
1880|F|Elva|44|4.508011966722675e-4
1880|F|Olivia|44|4.508011966722675e-4
1880|F|Ophelia|44|4.508011966722675e-4
1880|F|Georgie|43|4.40555714929716e-4
1880|F|Elnora|42|4.3031023318716445e-4
1880|F|Violet|42|4.3031023318716445e-4
1880|F|Adele|41|4.200647514446129e-4
1880|F|Lily|41|4.200647514446129e-4
1880|F|Linnie|41|4.200647514446129e-4
1880|F|Loretta|41|4.200647514446129e-4
1880|F|Madge|41|4.200647514446129e-4
1880|F|Polly|41|4.200647514446129e-4
1880|F|Virgie|41|4.200647514446129e-4
1880|F|Eugenia|40|4.0981926970206137e-4
1880|F|Lucile|40|4.0981926970206137e-4
1880|F|Lucille|40|4.0981926970206137e-4
1880|F|Mabelle|39|3.9957378795950983e-4
1880|F|Rosalie|39|3.9957378795950983e-4
1880|F|Kittie|38|3.893283062169583e-4
1880|F|Meta|37|3.790828244744068e-4
1880|F|Angie|36|3.6883734273185527e-4
1880|F|Dessie|36|3.6883734273185527e-4
1880|F|Georgiana|36|3.6883734273185527e-4
1880|F|Lila|36|3.6883734273185527e-4
1880|F|Regina|36|3.6883734273185527e-4
1880|F|Selma|36|3.6883734273185527e-4
1880|F|Wilhelmina|36|3.6883734273185527e-4
1880|F|Bridget|35|3.5859186098930373e-4
1880|F|Lilla|35|3.5859186098930373e-4
1880|F|Malinda|35|3.5859186098930373e-4
1880|F|Vina|35|3.5859186098930373e-4
1880|F|Freda|34|3.483463792467522e-4
1880|F|Gertie|34|3.483463792467522e-4
1880|F|Jeannette|34|3.483463792467522e-4
1880|F|Louella|34|3.483463792467522e-4
1880|F|Mandy|34|3.483463792467522e-4
1880|F|Roberta|34|3.483463792467522e-4
1880|F|Cassie|33|3.3810089750420066e-4
1880|F|Corinne|33|3.3810089750420066e-4
1880|F|Ivy|33|3.3810089750420066e-4
1880|F|Melissa|33|3.3810089750420066e-4
1880|F|Lyda|32|3.278554157616491e-4
1880|F|Naomi|32|3.278554157616491e-4
1880|F|Norma|32|3.278554157616491e-4
1880|F|Bell|31|3.176099340190976e-4
1880|F|Margie|31|3.176099340190976e-4
1880|F|Nona|31|3.176099340190976e-4
1880|F|Zella|31|3.176099340190976e-4
1880|F|Dovie|30|3.0736445227654604e-4
1880|F|Elvira|30|3.0736445227654604e-4
1880|F|Erma|30|3.0736445227654604e-4
1880|F|Irma|30|3.0736445227654604e-4
1880|F|Leota|30|3.0736445227654604e-4
1880|F|William|30|3.0736445227654604e-4
1880|F|Artie|29|2.971189705339945e-4
1880|F|Blanch|29|2.971189705339945e-4
1880|F|Charity|29|2.971189705339945e-4
1880|F|Lorena|29|2.971189705339945e-4
1880|F|Lucretia|29|2.971189705339945e-4
1880|F|Orpha|29|2.971189705339945e-4
1880|F|Alvina|28|2.8687348879144297e-4
1880|F|Annette|28|2.8687348879144297e-4
1880|F|Catharine|28|2.8687348879144297e-4
1880|F|Elma|28|2.8687348879144297e-4
1880|F|Geneva|28|2.8687348879144297e-4
1880|F|Janet|28|2.8687348879144297e-4
1880|F|Lee|28|2.8687348879144297e-4
1880|F|Leora|28|2.8687348879144297e-4
1880|F|Lona|28|2.8687348879144297e-4
1880|F|Miriam|28|2.8687348879144297e-4
1880|F|Zora|28|2.8687348879144297e-4
1880|F|Linda|27|2.766280070488914e-4
1880|F|Octavia|27|2.766280070488914e-4
1880|F|Sudie|27|2.766280070488914e-4
1880|F|Zula|27|2.766280070488914e-4
1880|F|Adella|26|2.663825253063399e-4
1880|F|Alpha|26|2.663825253063399e-4
1880|F|Frieda|26|2.663825253063399e-4
1880|F|George|26|2.663825253063399e-4
1880|F|Joanna|26|2.663825253063399e-4
1880|F|Leonora|26|2.663825253063399e-4
1880|F|Priscilla|26|2.663825253063399e-4
1880|F|Tennie|26|2.663825253063399e-4
1880|F|Angeline|25|2.5613704356378835e-4
1880|F|Docia|25|2.5613704356378835e-4
1880|F|Ettie|25|2.5613704356378835e-4
1880|F|Flossie|25|2.5613704356378835e-4
1880|F|Hanna|25|2.5613704356378835e-4
1880|F|Letha|25|2.5613704356378835e-4
1880|F|Minta|25|2.5613704356378835e-4
1880|F|Retta|25|2.5613704356378835e-4
1880|F|Rosella|25|2.5613704356378835e-4
1880|F|Adah|24|2.458915618212368e-4
1880|F|Berta|24|2.458915618212368e-4
1880|F|Elisabeth|24|2.458915618212368e-4
1880|F|Elise|24|2.458915618212368e-4
1880|F|Goldie|24|2.458915618212368e-4
1880|F|Leola|24|2.458915618212368e-4
1880|F|Margret|24|2.458915618212368e-4
1880|F|Adaline|23|2.356460800786853e-4
1880|F|Floy|23|2.356460800786853e-4
1880|F|Idella|23|2.356460800786853e-4
1880|F|Juanita|23|2.356460800786853e-4
1880|F|Lenna|23|2.356460800786853e-4
1880|F|Lucie|23|2.356460800786853e-4
1880|F|Missouri|23|2.356460800786853e-4
1880|F|Nola|23|2.356460800786853e-4
1880|F|Zoe|23|2.356460800786853e-4
1880|F|Eda|22|2.2540059833613376e-4
1880|F|Isabell|22|2.2540059833613376e-4
1880|F|James|22|2.2540059833613376e-4
1880|F|Julie|22|2.2540059833613376e-4
1880|F|Letitia|22|2.2540059833613376e-4
1880|F|Madeline|22|2.2540059833613376e-4
1880|F|Malissa|22|2.2540059833613376e-4
1880|F|Mariah|22|2.2540059833613376e-4
1880|F|Pattie|22|2.2540059833613376e-4
1880|F|Vivian|22|2.2540059833613376e-4
1880|F|Almeda|21|2.1515511659358222e-4
1880|F|Aurelia|21|2.1515511659358222e-4
1880|F|Claire|21|2.1515511659358222e-4
1880|F|Dolly|21|2.1515511659358222e-4
1880|F|Hazel|21|2.1515511659358222e-4
1880|F|Jannie|21|2.1515511659358222e-4
1880|F|Kathleen|21|2.1515511659358222e-4
1880|F|Kathrine|21|2.1515511659358222e-4
1880|F|Lavinia|21|2.1515511659358222e-4
1880|F|Marietta|21|2.1515511659358222e-4
1880|F|Melvina|21|2.1515511659358222e-4
1880|F|Ona|21|2.1515511659358222e-4
1880|F|Pinkie|21|2.1515511659358222e-4
1880|F|Samantha|21|2.1515511659358222e-4
1880|F|Susanna|21|2.1515511659358222e-4
1880|F|Chloe|20|2.0490963485103069e-4
1880|F|Donnie|20|2.0490963485103069e-4
1880|F|Elsa|20|2.0490963485103069e-4
1880|F|Gladys|20|2.0490963485103069e-4
1880|F|Matie|20|2.0490963485103069e-4
1880|F|Pearle|20|2.0490963485103069e-4
1880|F|Vesta|20|2.0490963485103069e-4
1880|F|Vinnie|20|2.0490963485103069e-4
1880|F|Antoinette|19|1.9466415310847915e-4
1880|F|Clementine|19|1.9466415310847915e-4
1880|F|Edythe|19|1.9466415310847915e-4
1880|F|Harriette|19|1.9466415310847915e-4
1880|F|Libbie|19|1.9466415310847915e-4
1880|F|Lilian|19|1.9466415310847915e-4
1880|F|Lue|19|1.9466415310847915e-4
1880|F|Lutie|19|1.9466415310847915e-4
1880|F|Magdalena|19|1.9466415310847915e-4
1880|F|Meda|19|1.9466415310847915e-4
1880|F|Rita|19|1.9466415310847915e-4
1880|F|Tena|19|1.9466415310847915e-4
1880|F|Zelma|19|1.9466415310847915e-4
1880|F|Adelia|18|1.8441867136592764e-4
1880|F|Annetta|18|1.8441867136592764e-4
1880|F|Antonia|18|1.8441867136592764e-4
1880|F|Dona|18|1.8441867136592764e-4
1880|F|Elizebeth|18|1.8441867136592764e-4
1880|F|Georgianna|18|1.8441867136592764e-4
1880|F|Gracie|18|1.8441867136592764e-4
1880|F|Iona|18|1.8441867136592764e-4
1880|F|Lessie|18|1.8441867136592764e-4
1880|F|Leta|18|1.8441867136592764e-4
1880|F|Liza|18|1.8441867136592764e-4
1880|F|Mertie|18|1.8441867136592764e-4
1880|F|Molly|18|1.8441867136592764e-4
1880|F|Neva|18|1.8441867136592764e-4
1880|F|Oma|18|1.8441867136592764e-4
1880|F|Alida|17|1.741731896233761e-4
1880|F|Alva|17|1.741731896233761e-4
1880|F|Cecile|17|1.741731896233761e-4
1880|F|Cleo|17|1.741731896233761e-4
1880|F|Donna|17|1.741731896233761e-4
1880|F|Ellie|17|1.741731896233761e-4
1880|F|Ernestine|17|1.741731896233761e-4
1880|F|Evie|17|1.741731896233761e-4
1880|F|Frankie|17|1.741731896233761e-4
1880|F|Helene|17|1.741731896233761e-4
1880|F|Minna|17|1.741731896233761e-4
1880|F|Myrta|17|1.741731896233761e-4
1880|F|Prudence|17|1.741731896233761e-4
1880|F|Queen|17|1.741731896233761e-4
1880|F|Rilla|17|1.741731896233761e-4
1880|F|Savannah|17|1.741731896233761e-4
1880|F|Tessie|17|1.741731896233761e-4
1880|F|Tina|17|1.741731896233761e-4
1880|F|Agatha|16|1.6392770788082456e-4
1880|F|America|16|1.6392770788082456e-4
1880|F|Anita|16|1.6392770788082456e-4
1880|F|Arminta|16|1.6392770788082456e-4
1880|F|Dorothea|16|1.6392770788082456e-4
1880|F|Ira|16|1.6392770788082456e-4
1880|F|Luvenia|16|1.6392770788082456e-4
1880|F|Marjorie|16|1.6392770788082456e-4
1880|F|Maybelle|16|1.6392770788082456e-4
1880|F|Mellie|16|1.6392770788082456e-4
1880|F|Nan|16|1.6392770788082456e-4
1880|F|Pearlie|16|1.6392770788082456e-4
1880|F|Sidney|16|1.6392770788082456e-4
1880|F|Velma|16|1.6392770788082456e-4
1880|F|Clare|15|1.5368222613827302e-4
1880|F|Constance|15|1.5368222613827302e-4
1880|F|Dixie|15|1.5368222613827302e-4
1880|F|Ila|15|1.5368222613827302e-4
1880|F|Iola|15|1.5368222613827302e-4
1880|F|Jimmie|15|1.5368222613827302e-4
1880|F|Louvenia|15|1.5368222613827302e-4
1880|F|Lucia|15|1.5368222613827302e-4
1880|F|Ludie|15|1.5368222613827302e-4
1880|F|Luna|15|1.5368222613827302e-4
1880|F|Metta|15|1.5368222613827302e-4
1880|F|Patsy|15|1.5368222613827302e-4
1880|F|Phebe|15|1.5368222613827302e-4
1880|F|Sophronia|15|1.5368222613827302e-4
1880|F|Adda|14|1.4343674439572148e-4
1880|F|Avis|14|1.4343674439572148e-4
1880|F|Betsy|14|1.4343674439572148e-4
1880|F|Bonnie|14|1.4343674439572148e-4
1880|F|Cecil|14|1.4343674439572148e-4
1880|F|Cordie|14|1.4343674439572148e-4
1880|F|Emmaline|14|1.4343674439572148e-4
1880|F|Ethelyn|14|1.4343674439572148e-4
1880|F|Hortense|14|1.4343674439572148e-4
1880|F|June|14|1.4343674439572148e-4
1880|F|Louie|14|1.4343674439572148e-4
1880|F|Lovie|14|1.4343674439572148e-4
1880|F|Marcella|14|1.4343674439572148e-4
1880|F|Melinda|14|1.4343674439572148e-4
1880|F|Mona|14|1.4343674439572148e-4
1880|F|Odessa|14|1.4343674439572148e-4
1880|F|Veronica|14|1.4343674439572148e-4
1880|F|Aimee|13|1.3319126265316994e-4
1880|F|Annabel|13|1.3319126265316994e-4
1880|F|Ava|13|1.3319126265316994e-4
1880|F|Bella|13|1.3319126265316994e-4
1880|F|Carolina|13|1.3319126265316994e-4
1880|F|Cathrine|13|1.3319126265316994e-4
1880|F|Christena|13|1.3319126265316994e-4
1880|F|Clyde|13|1.3319126265316994e-4
1880|F|Dena|13|1.3319126265316994e-4
1880|F|Dolores|13|1.3319126265316994e-4
1880|F|Eleanore|13|1.3319126265316994e-4
1880|F|Elmira|13|1.3319126265316994e-4
1880|F|Fay|13|1.3319126265316994e-4
1880|F|Frank|13|1.3319126265316994e-4
1880|F|Jenny|13|1.3319126265316994e-4
1880|F|Kizzie|13|1.3319126265316994e-4
1880|F|Lonnie|13|1.3319126265316994e-4
1880|F|Loula|13|1.3319126265316994e-4
1880|F|Magdalene|13|1.3319126265316994e-4
1880|F|Mettie|13|1.3319126265316994e-4
1880|F|Mintie|13|1.3319126265316994e-4
1880|F|Peggy|13|1.3319126265316994e-4
1880|F|Reba|13|1.3319126265316994e-4
1880|F|Serena|13|1.3319126265316994e-4
1880|F|Vida|13|1.3319126265316994e-4
1880|F|Zada|13|1.3319126265316994e-4
1880|F|Abigail|12|1.229457809106184e-4
1880|F|Celestine|12|1.229457809106184e-4
1880|F|Celina|12|1.229457809106184e-4
1880|F|Claudie|12|1.229457809106184e-4
1880|F|Clemmie|12|1.229457809106184e-4
1880|F|Connie|12|1.229457809106184e-4
1880|F|Daisie|12|1.229457809106184e-4
1880|F|Deborah|12|1.229457809106184e-4
1880|F|Dessa|12|1.229457809106184e-4
1880|F|Easter|12|1.229457809106184e-4
1880|F|Eddie|12|1.229457809106184e-4
1880|F|Emelia|12|1.229457809106184e-4
1880|F|Emmie|12|1.229457809106184e-4
1880|F|Imogene|12|1.229457809106184e-4
1880|F|India|12|1.229457809106184e-4
1880|F|Jeanne|12|1.229457809106184e-4
1880|F|Joan|12|1.229457809106184e-4
1880|F|Lenore|12|1.229457809106184e-4
1880|F|Liddie|12|1.229457809106184e-4
1880|F|Lotta|12|1.229457809106184e-4
1880|F|Mame|12|1.229457809106184e-4
1880|F|Nevada|12|1.229457809106184e-4
1880|F|Rachael|12|1.229457809106184e-4
1880|F|Sina|12|1.229457809106184e-4
1880|F|Willa|12|1.229457809106184e-4
1880|F|Aline|11|1.1270029916806688e-4
1880|F|Beryl|11|1.1270029916806688e-4
1880|F|Charles|11|1.1270029916806688e-4
1880|F|Daisey|11|1.1270029916806688e-4
1880|F|Dorcas|11|1.1270029916806688e-4
1880|F|Edmonia|11|1.1270029916806688e-4
1880|F|Effa|11|1.1270029916806688e-4
1880|F|Eldora|11|1.1270029916806688e-4
1880|F|Eloise|11|1.1270029916806688e-4
1880|F|Emmer|11|1.1270029916806688e-4
1880|F|Era|11|1.1270029916806688e-4
1880|F|Gena|11|1.1270029916806688e-4
1880|F|Henry|11|1.1270029916806688e-4
1880|F|Iris|11|1.1270029916806688e-4
1880|F|Izora|11|1.1270029916806688e-4
1880|F|Lennie|11|1.1270029916806688e-4
1880|F|Lissie|11|1.1270029916806688e-4
1880|F|Mallie|11|1.1270029916806688e-4
1880|F|Malvina|11|1.1270029916806688e-4
1880|F|Mathilde|11|1.1270029916806688e-4
1880|F|Mazie|11|1.1270029916806688e-4
1880|F|Queenie|11|1.1270029916806688e-4
1880|F|Robert|11|1.1270029916806688e-4
1880|F|Rosina|11|1.1270029916806688e-4
1880|F|Salome|11|1.1270029916806688e-4
1880|F|Theodora|11|1.1270029916806688e-4
1880|F|Therese|11|1.1270029916806688e-4
1880|F|Vena|11|1.1270029916806688e-4
1880|F|Wanda|11|1.1270029916806688e-4
1880|F|Wilda|11|1.1270029916806688e-4
1880|F|Altha|10|1.0245481742551534e-4
1880|F|Anastasia|10|1.0245481742551534e-4
1880|F|Besse|10|1.0245481742551534e-4
1880|F|Bird|10|1.0245481742551534e-4
1880|F|Birtie|10|1.0245481742551534e-4
1880|F|Clarissa|10|1.0245481742551534e-4
1880|F|Claude|10|1.0245481742551534e-4
1880|F|Delilah|10|1.0245481742551534e-4
1880|F|Diana|10|1.0245481742551534e-4
1880|F|Emelie|10|1.0245481742551534e-4
1880|F|Erna|10|1.0245481742551534e-4
1880|F|Fern|10|1.0245481742551534e-4
1880|F|Florida|10|1.0245481742551534e-4
1880|F|Frona|10|1.0245481742551534e-4
1880|F|Hilma|10|1.0245481742551534e-4
1880|F|Joseph|10|1.0245481742551534e-4
1880|F|Juliet|10|1.0245481742551534e-4
1880|F|Leonie|10|1.0245481742551534e-4
1880|F|Lugenia|10|1.0245481742551534e-4
1880|F|Mammie|10|1.0245481742551534e-4
1880|F|Manda|10|1.0245481742551534e-4
1880|F|Manerva|10|1.0245481742551534e-4
1880|F|Manie|10|1.0245481742551534e-4
1880|F|Nella|10|1.0245481742551534e-4
1880|F|Paulina|10|1.0245481742551534e-4
1880|F|Philomena|10|1.0245481742551534e-4
1880|F|Rae|10|1.0245481742551534e-4
1880|F|Selina|10|1.0245481742551534e-4
1880|F|Sena|10|1.0245481742551534e-4
1880|F|Theodosia|10|1.0245481742551534e-4
1880|F|Tommie|10|1.0245481742551534e-4
1880|F|Una|10|1.0245481742551534e-4
1880|F|Vernie|10|1.0245481742551534e-4
1880|F|Adela|9|9.220933568296382e-5
1880|F|Althea|9|9.220933568296382e-5
1880|F|Amalia|9|9.220933568296382e-5
1880|F|Amber|9|9.220933568296382e-5
1880|F|Angelina|9|9.220933568296382e-5
1880|F|Annabelle|9|9.220933568296382e-5
1880|F|Anner|9|9.220933568296382e-5
1880|F|Arie|9|9.220933568296382e-5
1880|F|Clarice|9|9.220933568296382e-5
1880|F|Corda|9|9.220933568296382e-5
1880|F|Corrie|9|9.220933568296382e-5
1880|F|Dell|9|9.220933568296382e-5
1880|F|Dellar|9|9.220933568296382e-5
1880|F|Donie|9|9.220933568296382e-5
1880|F|Doris|9|9.220933568296382e-5
1880|F|Elda|9|9.220933568296382e-5
1880|F|Elinor|9|9.220933568296382e-5
1880|F|Emeline|9|9.220933568296382e-5
1880|F|Emilia|9|9.220933568296382e-5
1880|F|Esta|9|9.220933568296382e-5
1880|F|Estell|9|9.220933568296382e-5
1880|F|Etha|9|9.220933568296382e-5
1880|F|Fred|9|9.220933568296382e-5
1880|F|Hope|9|9.220933568296382e-5
1880|F|Indiana|9|9.220933568296382e-5
1880|F|Ione|9|9.220933568296382e-5
1880|F|Jettie|9|9.220933568296382e-5
1880|F|Johnnie|9|9.220933568296382e-5
1880|F|Josiephine|9|9.220933568296382e-5
1880|F|Kitty|9|9.220933568296382e-5
1880|F|Lavina|9|9.220933568296382e-5
1880|F|Leda|9|9.220933568296382e-5
1880|F|Letta|9|9.220933568296382e-5
1880|F|Mahala|9|9.220933568296382e-5
1880|F|Marcia|9|9.220933568296382e-5
1880|F|Margarette|9|9.220933568296382e-5
